id_cliente,fecha_compra,monto,canal,medio_pago
C136,2025-01-26,300,Online,Tarjeta Crédito
C236,2025-01-26,480,Tienda Física,Tarjeta Crédito
C009,2025-01-26,450,Tienda Física,Tarjeta Crédito
C094,2025-01-26,450,Tienda Física,Tarjeta Crédito
C289,2025-01-26,200,Online,Tarjeta Crédito
C123,2025-01-26,200,Online,Tarjeta Crédito
C231,2025-01-27,200,Tienda Física,Tarjeta Débito
C009,2025-01-27,350,Online,Tarjeta Crédito
C086,2025-01-27,350,Online,Tarjeta Débito
C130,2025-01-27,120,Tienda Física,Tarjeta Crédito
C067,2025-01-27,400,Tienda Física,Tarjeta Crédito
C033,2025-01-28,50,Tienda Física,Efectivo
C170,2025-01-28,40,Tienda Física,Efectivo
C012,2025-01-28,60,App,Tarjeta Débito
C137,2025-01-28,500,Tienda Física,Tarjeta Crédito
C286,2025-01-28,140,Tienda Física,Tarjeta Débito
C038,2025-01-28,120,Tienda Física,Tarjeta Crédito
C058,2025-01-28,300,Online,Tarjeta Débito
C003,2025-01-28,60,Online,Tarjeta Crédito
C007,2025-01-28,480,Tienda Física,Tarjeta Crédito
C052,2025-01-28,100,App,Tarjeta Crédito
C297,2025-01-28,480,Tienda Física,Tarjeta Crédito
C033,2025-01-28,60,App,Tarjeta Crédito
C080,2025-01-28,160,Tienda Física,Efectivo
C272,2025-01-28,300,Online,Tarjeta Crédito
C141,2025-01-28,120,App,Tarjeta Crédito
C225,2025-01-29,200,Tienda Física,Tarjeta Crédito
C204,2025-01-29,200,Online,Tarjeta Débito
C099,2025-01-29,450,Tienda Física,Tarjeta Crédito
C229,2025-01-29,450,Tienda Física,Tarjeta Crédito
C023,2025-01-29,160,Online,Efectivo
C283,2025-01-29,450,Tienda Física,Tarjeta Crédito
C139,2025-01-29,30,Tienda Física,Efectivo
C222,2025-01-29,120,Tienda Física,Tarjeta Crédito
C188,2025-01-29,450,Tienda Física,Tarjeta Crédito
C176,2025-01-30,180,Tienda Física,Tarjeta Débito
C280,2025-01-30,400,Tienda Física,Tarjeta Crédito
C079,2025-01-30,30,Tienda Física,Efectivo
C136,2025-01-30,350,Tienda Física,Tarjeta Crédito
C124,2025-01-30,500,Tienda Física,Tarjeta Crédito
C082,2025-01-30,30,Tienda Física,Efectivo
C015,2025-01-30,450,Tienda Física,Tarjeta Crédito
C292,2025-01-30,50,Tienda Física,Efectivo
C157,2025-01-30,350,Tienda Física,Tarjeta Crédito
C146,2025-01-30,20,Tienda Física,Efectivo
C065,2025-01-31,160,Online,Efectivo
C225,2025-01-31,180,Tienda Física,Efectivo
C228,2025-01-31,140,App,Efectivo
C253,2025-01-31,180,App,Tarjeta Débito
C235,2025-01-31,140,App,Tarjeta Débito
C240,2025-01-31,160,Online,Tarjeta Débito
C155,2025-01-31,180,Tienda Física,Tarjeta Crédito
C023,2025-01-31,160,App,Efectivo
C186,2025-02-01,120,Online,Efectivo
C153,2025-02-01,480,Tienda Física,Tarjeta Crédito
C072,2025-02-01,500,Tienda Física,Tarjeta Crédito
C100,2025-02-01,120,Tienda Física,Efectivo
C085,2025-02-01,480,Tienda Física,Tarjeta Crédito
C062,2025-02-01,200,Online,Tarjeta Débito
C175,2025-02-01,450,Tienda Física,Tarjeta Crédito
C247,2025-02-01,120,Tienda Física,Tarjeta Débito
C298,2025-02-01,400,Tienda Física,Tarjeta Crédito
C006,2025-02-01,160,App,Tarjeta Crédito
C165,2025-02-01,160,App,Tarjeta Débito
C185,2025-02-01,10,Tienda Física,Efectivo
C074,2025-02-01,40,Tienda Física,Efectivo
C029,2025-02-01,60,Online,Efectivo
C219,2025-02-01,100,App,Tarjeta Débito
C088,2025-02-02,450,Tienda Física,Tarjeta Crédito
C280,2025-02-02,350,Tienda Física,Tarjeta Crédito
C048,2025-02-02,450,Tienda Física,Tarjeta Crédito
C062,2025-02-02,180,Tienda Física,Tarjeta Débito
C060,2025-02-02,400,Tienda Física,Tarjeta Crédito
C216,2025-02-02,180,Tienda Física,Tarjeta Débito
C221,2025-02-02,180,App,Tarjeta Débito
C131,2025-02-02,180,App,Tarjeta Crédito
C242,2025-02-02,140,Online,Efectivo
C235,2025-02-02,120,Online,Efectivo
C049,2025-02-03,400,Tienda Física,Tarjeta Crédito
C263,2025-02-03,50,Tienda Física,Efectivo
C023,2025-02-03,160,App,Tarjeta Débito
C022,2025-02-03,10,Tienda Física,Efectivo
C138,2025-02-03,450,Tienda Física,Tarjeta Crédito
C258,2025-02-03,160,Online,Tarjeta Débito
C129,2025-02-03,200,Online,Tarjeta Débito
C146,2025-02-03,20,Tienda Física,Efectivo
C081,2025-02-03,10,Tienda Física,Efectivo
C217,2025-02-03,20,Tienda Física,Efectivo
C238,2025-02-03,300,Online,Tarjeta Crédito
C102,2025-02-03,400,Tienda Física,Tarjeta Crédito
C062,2025-02-03,160,Online,Tarjeta Crédito
C130,2025-02-04,160,Tienda Física,Tarjeta Débito
C119,2025-02-04,160,Tienda Física,Efectivo
C244,2025-02-04,300,Online,Tarjeta Crédito
C144,2025-02-04,350,Tienda Física,Tarjeta Crédito
C299,2025-02-04,140,App,Efectivo
C201,2025-02-04,500,Tienda Física,Tarjeta Crédito
C218,2025-02-04,10,Tienda Física,Efectivo
C065,2025-02-04,100,App,Tarjeta Débito
C056,2025-02-04,100,Online,Tarjeta Débito
C045,2025-02-04,100,App,Efectivo
C249,2025-02-05,480,Tienda Física,Tarjeta Crédito
C263,2025-02-05,40,Tienda Física,Efectivo
C090,2025-02-05,160,Online,Tarjeta Débito
C059,2025-02-06,400,Tienda Física,Tarjeta Crédito
C199,2025-02-06,500,Tienda Física,Tarjeta Crédito
C248,2025-02-06,450,Tienda Física,Tarjeta Crédito
C052,2025-02-06,100,Tienda Física,Tarjeta Débito
C006,2025-02-06,180,Tienda Física,Tarjeta Crédito
C274,2025-02-06,140,App,Tarjeta Crédito
C214,2025-02-06,160,Online,Tarjeta Débito
C166,2025-02-06,500,Tienda Física,Tarjeta Crédito
C231,2025-02-06,180,Online,Efectivo
C065,2025-02-06,180,Online,Tarjeta Crédito
C040,2025-02-06,500,Tienda Física,Tarjeta Crédito
C173,2025-02-06,480,Tienda Física,Tarjeta Crédito
C116,2025-02-07,200,Tienda Física,Tarjeta Débito
C114,2025-02-07,400,Tienda Física,Tarjeta Crédito
C186,2025-02-07,140,Tienda Física,Efectivo
C229,2025-02-07,500,Tienda Física,Tarjeta Crédito
C010,2025-02-07,20,Tienda Física,Efectivo
C084,2025-02-07,20,Tienda Física,Efectivo
C161,2025-02-07,200,Tienda Física,Tarjeta Débito
C219,2025-02-07,100,App,Tarjeta Crédito
C054,2025-02-07,450,Tienda Física,Tarjeta Crédito
C047,2025-02-07,480,Tienda Física,Tarjeta Crédito
C079,2025-02-07,20,Tienda Física,Efectivo
C147,2025-02-08,200,Tienda Física,Tarjeta Crédito
C069,2025-02-08,500,Tienda Física,Tarjeta Crédito
C186,2025-02-08,100,App,Tarjeta Crédito
C244,2025-02-08,300,Online,Tarjeta Débito
C255,2025-02-08,300,Online,Tarjeta Débito
C187,2025-02-09,180,Tienda Física,Tarjeta Crédito
C290,2025-02-09,450,Tienda Física,Tarjeta Crédito
C087,2025-02-09,480,Tienda Física,Tarjeta Crédito
C117,2025-02-09,50,Tienda Física,Efectivo
C127,2025-02-09,200,Tienda Física,Tarjeta Crédito
C197,2025-02-09,140,Online,Tarjeta Crédito
C181,2025-02-10,450,Tienda Física,Tarjeta Crédito
C169,2025-02-10,480,Tienda Física,Tarjeta Crédito
C008,2025-02-10,450,Tienda Física,Tarjeta Crédito
C032,2025-02-10,140,Online,Tarjeta Crédito
C177,2025-02-10,120,App,Tarjeta Débito
C088,2025-02-10,450,Tienda Física,Tarjeta Crédito
C235,2025-02-10,120,Tienda Física,Tarjeta Crédito
C063,2025-02-10,100,App,Tarjeta Débito
C015,2025-02-10,300,Tienda Física,Tarjeta Crédito
C203,2025-02-10,450,Tienda Física,Tarjeta Crédito
C228,2025-02-10,180,App,Tarjeta Crédito
C278,2025-02-11,30,Tienda Física,Efectivo
C286,2025-02-11,120,App,Efectivo
C156,2025-02-11,140,App,Tarjeta Débito
C172,2025-02-11,300,Online,Tarjeta Débito
C136,2025-02-11,480,Tienda Física,Tarjeta Crédito
C183,2025-02-11,480,Tienda Física,Tarjeta Crédito
C242,2025-02-11,100,App,Tarjeta Crédito
C039,2025-02-11,300,Online,Tarjeta Crédito
C050,2025-02-11,200,Tienda Física,Tarjeta Crédito
C209,2025-02-11,50,Tienda Física,Efectivo
C095,2025-02-11,50,Tienda Física,Efectivo
C230,2025-02-11,350,Tienda Física,Tarjeta Débito
C186,2025-02-11,100,Online,Efectivo
C155,2025-02-12,180,Tienda Física,Tarjeta Débito
C262,2025-02-12,100,Tienda Física,Tarjeta Débito
C157,2025-02-12,400,Tienda Física,Tarjeta Crédito
C273,2025-02-12,400,Tienda Física,Tarjeta Crédito
C009,2025-02-12,300,Online,Tarjeta Débito
C020,2025-02-12,160,Tienda Física,Tarjeta Crédito
C266,2025-02-12,400,Tienda Física,Tarjeta Crédito
C048,2025-02-12,450,Tienda Física,Tarjeta Crédito
C070,2025-02-13,160,Online,Efectivo
C142,2025-02-13,400,Tienda Física,Tarjeta Crédito
C235,2025-02-13,100,App,Tarjeta Débito
C121,2025-02-13,300,Tienda Física,Tarjeta Débito
C162,2025-02-13,160,Online,Efectivo
C159,2025-02-13,40,Tienda Física,Efectivo
C139,2025-02-13,10,Tienda Física,Efectivo
C235,2025-02-13,100,Tienda Física,Tarjeta Débito
C058,2025-02-14,350,Tienda Física,Tarjeta Crédito
C109,2025-02-14,350,Tienda Física,Tarjeta Crédito
C237,2025-02-14,100,Tienda Física,Efectivo
C206,2025-02-14,180,Tienda Física,Efectivo
C043,2025-02-14,500,Tienda Física,Tarjeta Crédito
C189,2025-02-14,100,Tienda Física,Tarjeta Débito
C193,2025-02-14,200,Tienda Física,Tarjeta Crédito
C213,2025-02-14,120,App,Efectivo
C193,2025-02-15,160,Tienda Física,Tarjeta Débito
C007,2025-02-15,500,Tienda Física,Tarjeta Crédito
C161,2025-02-15,160,Online,Efectivo
C192,2025-02-15,500,Tienda Física,Tarjeta Crédito
C142,2025-02-15,480,Tienda Física,Tarjeta Crédito
C289,2025-02-15,200,Online,Tarjeta Crédito
C013,2025-02-15,120,Tienda Física,Tarjeta Crédito
C161,2025-02-15,160,Online,Efectivo
C210,2025-02-15,300,Tienda Física,Tarjeta Débito
C117,2025-02-16,50,Tienda Física,Efectivo
C133,2025-02-16,60,App,Tarjeta Débito
C127,2025-02-16,120,Online,Tarjeta Débito
C085,2025-02-16,350,Tienda Física,Tarjeta Crédito
C300,2025-02-16,200,Online,Tarjeta Crédito
C015,2025-02-16,400,Tienda Física,Tarjeta Crédito
C155,2025-02-16,200,Online,Tarjeta Crédito
C253,2025-02-16,200,Online,Tarjeta Crédito
C125,2025-02-16,350,Tienda Física,Tarjeta Crédito
C280,2025-02-16,300,Tienda Física,Tarjeta Crédito
C273,2025-02-16,300,Tienda Física,Tarjeta Crédito
C214,2025-02-17,100,App,Tarjeta Crédito
C277,2025-02-17,120,Online,Tarjeta Débito
C059,2025-02-17,400,Tienda Física,Tarjeta Crédito
C162,2025-02-17,160,Tienda Física,Tarjeta Crédito
C025,2025-02-17,120,Online,Tarjeta Crédito
C265,2025-02-17,180,App,Efectivo
C269,2025-02-17,450,Tienda Física,Tarjeta Crédito
C291,2025-02-17,480,Tienda Física,Tarjeta Crédito
C040,2025-02-17,480,Tienda Física,Tarjeta Crédito
C056,2025-02-17,100,Online,Tarjeta Débito
C117,2025-02-17,20,Tienda Física,Efectivo
C096,2025-02-17,180,App,Tarjeta Crédito
C140,2025-02-17,480,Tienda Física,Tarjeta Crédito
C132,2025-02-17,500,Tienda Física,Tarjeta Crédito
C232,2025-02-18,50,Tienda Física,Efectivo
C219,2025-02-18,140,Online,Tarjeta Débito
C300,2025-02-18,200,Online,Tarjeta Débito
C174,2025-02-18,400,Tienda Física,Tarjeta Crédito
C026,2025-02-18,120,Tienda Física,Tarjeta Débito
C013,2025-02-18,100,Online,Tarjeta Crédito
C013,2025-02-18,140,App,Tarjeta Débito
C210,2025-02-18,450,Tienda Física,Tarjeta Crédito
C298,2025-02-18,300,Online,Tarjeta Débito
C147,2025-02-18,200,Online,Tarjeta Crédito
C016,2025-02-19,160,Tienda Física,Tarjeta Crédito
C198,2025-02-19,100,App,Tarjeta Crédito
C277,2025-02-19,180,Tienda Física,Tarjeta Crédito
C037,2025-02-19,200,Online,Tarjeta Crédito
C217,2025-02-19,30,Tienda Física,Efectivo
C200,2025-02-19,40,Tienda Física,Efectivo
C187,2025-02-19,160,App,Tarjeta Débito
C112,2025-02-19,300,Online,Tarjeta Crédito
C269,2025-02-20,480,Tienda Física,Tarjeta Crédito
C023,2025-02-20,200,Online,Tarjeta Crédito
C123,2025-02-20,200,Tienda Física,Tarjeta Débito
C260,2025-02-20,120,App,Efectivo
C107,2025-02-20,10,Tienda Física,Efectivo
C051,2025-02-20,180,Tienda Física,Tarjeta Crédito
C203,2025-02-20,500,Tienda Física,Tarjeta Crédito
C032,2025-02-20,180,Online,Tarjeta Crédito
C204,2025-02-20,100,App,Tarjeta Crédito
C073,2025-02-21,480,Tienda Física,Tarjeta Crédito
C039,2025-02-21,350,Online,Tarjeta Crédito
C262,2025-02-21,100,Tienda Física,Tarjeta Crédito
C106,2025-02-21,300,Tienda Física,Tarjeta Débito
C162,2025-02-21,180,Online,Tarjeta Débito
C097,2025-02-21,300,Tienda Física,Tarjeta Débito
C148,2025-02-21,100,App,Tarjeta Crédito
C201,2025-02-22,300,Online,Tarjeta Crédito
C182,2025-02-22,200,Online,Tarjeta Crédito
C001,2025-02-22,300,Online,Tarjeta Débito
C242,2025-02-22,120,Tienda Física,Tarjeta Débito
C281,2025-02-22,450,Tienda Física,Tarjeta Crédito
C135,2025-02-22,40,Tienda Física,Efectivo
C037,2025-02-22,180,Online,Tarjeta Crédito
C206,2025-02-22,200,Tienda Física,Tarjeta Crédito
C110,2025-02-22,10,Tienda Física,Efectivo
C222,2025-02-22,120,Tienda Física,Efectivo
C193,2025-02-23,180,Online,Efectivo
C025,2025-02-23,140,Online,Tarjeta Crédito
C027,2025-02-23,180,Tienda Física,Efectivo
C209,2025-02-23,30,Tienda Física,Efectivo
C180,2025-02-23,30,Tienda Física,Efectivo
C245,2025-02-23,200,Tienda Física,Tarjeta Crédito
C140,2025-02-23,500,Tienda Física,Tarjeta Crédito
C005,2025-02-23,140,App,Tarjeta Débito
C094,2025-02-23,500,Tienda Física,Tarjeta Crédito
C147,2025-02-23,160,App,Tarjeta Débito
C061,2025-02-23,480,Tienda Física,Tarjeta Crédito
C038,2025-02-23,160,Online,Tarjeta Débito
C133,2025-02-23,50,Tienda Física,Efectivo
C292,2025-02-23,10,Tienda Física,Efectivo
C146,2025-02-23,20,Tienda Física,Efectivo
C126,2025-02-23,100,Online,Tarjeta Crédito
C193,2025-02-24,200,Online,Tarjeta Crédito
C230,2025-02-24,480,Tienda Física,Tarjeta Crédito
C011,2025-02-24,140,App,Efectivo
C175,2025-02-24,480,Tienda Física,Tarjeta Crédito
C295,2025-02-24,160,App,Tarjeta Crédito
C049,2025-02-24,480,Tienda Física,Tarjeta Crédito
C225,2025-02-24,160,App,Tarjeta Crédito
C222,2025-02-24,140,Online,Efectivo
C282,2025-02-24,300,Online,Tarjeta Débito
C191,2025-02-24,50,Tienda Física,Efectivo
C294,2025-02-24,140,Online,Tarjeta Débito
C177,2025-02-24,180,App,Efectivo
C255,2025-02-24,300,Tienda Física,Tarjeta Crédito
C160,2025-02-24,400,Tienda Física,Tarjeta Crédito
C157,2025-02-24,400,Tienda Física,Tarjeta Crédito
C083,2025-02-24,180,Tienda Física,Efectivo
C187,2025-02-24,180,App,Tarjeta Débito
C021,2025-02-25,200,Online,Tarjeta Débito
C284,2025-02-25,120,Online,Efectivo
C215,2025-02-25,30,Tienda Física,Efectivo
C252,2025-02-25,480,Tienda Física,Tarjeta Crédito
C150,2025-02-25,300,Tienda Física,Tarjeta Crédito
C293,2025-02-25,200,Tienda Física,Tarjeta Crédito
C253,2025-02-25,200,Online,Tarjeta Crédito
C272,2025-02-25,400,Tienda Física,Tarjeta Crédito
C146,2025-02-25,40,Tienda Física,Efectivo
C246,2025-02-25,300,Tienda Física,Tarjeta Débito
C075,2025-02-25,450,Tienda Física,Tarjeta Crédito
C224,2025-02-25,500,Tienda Física,Tarjeta Crédito
C131,2025-02-25,180,Online,Efectivo
C102,2025-02-25,350,Tienda Física,Tarjeta Débito
C292,2025-02-26,20,Tienda Física,Efectivo
C086,2025-02-26,400,Tienda Física,Tarjeta Crédito
C052,2025-02-26,140,Tienda Física,Tarjeta Débito
C064,2025-02-26,200,Online,Tarjeta Débito
C191,2025-02-26,10,Tienda Física,Efectivo
C135,2025-02-26,30,Tienda Física,Efectivo
C222,2025-02-26,180,Online,Tarjeta Crédito
C215,2025-02-26,10,Tienda Física,Efectivo
C032,2025-02-26,180,Online,Efectivo
C011,2025-02-27,200,Online,Tarjeta Débito
C137,2025-02-27,500,Tienda Física,Tarjeta Crédito
C274,2025-02-27,100,Online,Efectivo
C123,2025-02-27,180,App,Tarjeta Débito
C286,2025-02-27,100,App,Tarjeta Débito
C061,2025-02-27,300,Online,Tarjeta Débito
C044,2025-02-27,200,Online,Tarjeta Crédito
C162,2025-02-27,160,Online,Tarjeta Débito
C107,2025-02-28,30,Tienda Física,Efectivo
C300,2025-02-28,160,Tienda Física,Tarjeta Crédito
C279,2025-02-28,200,Tienda Física,Tarjeta Crédito
C108,2025-02-28,480,Tienda Física,Tarjeta Crédito
C093,2025-02-28,140,Online,Tarjeta Débito
C107,2025-02-28,10,Tienda Física,Efectivo
C234,2025-02-28,300,Online,Tarjeta Débito
C257,2025-02-28,500,Tienda Física,Tarjeta Crédito
C205,2025-02-28,60,Online,Tarjeta Débito
C256,2025-02-28,160,Tienda Física,Efectivo
C196,2025-03-01,450,Tienda Física,Tarjeta Crédito
C130,2025-03-01,100,Tienda Física,Tarjeta Débito
C267,2025-03-01,30,Tienda Física,Efectivo
C017,2025-03-01,20,Tienda Física,Efectivo
C056,2025-03-01,100,Online,Efectivo
C080,2025-03-01,200,Tienda Física,Tarjeta Débito
C151,2025-03-01,160,Online,Tarjeta Crédito
C105,2025-03-01,200,Online,Tarjeta Crédito
C058,2025-03-01,300,Tienda Física,Tarjeta Crédito
C282,2025-03-02,400,Tienda Física,Tarjeta Crédito
C049,2025-03-02,350,Tienda Física,Tarjeta Crédito
C115,2025-03-02,180,App,Tarjeta Débito
C250,2025-03-02,200,Tienda Física,Tarjeta Débito
C205,2025-03-02,10,Tienda Física,Efectivo
C185,2025-03-02,40,Tienda Física,Efectivo
C033,2025-03-02,60,Online,Tarjeta Débito
C286,2025-03-02,140,Online,Efectivo
C292,2025-03-02,40,Tienda Física,Efectivo
C243,2025-03-02,180,Tienda Física,Tarjeta Débito
C240,2025-03-02,200,Tienda Física,Tarjeta Crédito
C121,2025-03-02,350,Online,Tarjeta Crédito
C272,2025-03-02,400,Tienda Física,Tarjeta Crédito
C161,2025-03-03,120,App,Tarjeta Débito
C297,2025-03-03,500,Tienda Física,Tarjeta Crédito
C183,2025-03-03,350,Tienda Física,Tarjeta Crédito
C028,2025-03-03,350,Online,Tarjeta Crédito
C180,2025-03-03,50,Tienda Física,Efectivo
C158,2025-03-03,300,Online,Tarjeta Crédito
C167,2025-03-04,100,Online,Tarjeta Crédito
C199,2025-03-04,450,Tienda Física,Tarjeta Crédito
C156,2025-03-04,120,Online,Efectivo
C215,2025-03-04,30,Tienda Física,Efectivo
C109,2025-03-04,500,Tienda Física,Tarjeta Crédito
C293,2025-03-04,120,Online,Tarjeta Crédito
C179,2025-03-04,120,Online,Tarjeta Crédito
C111,2025-03-04,500,Tienda Física,Tarjeta Crédito
C096,2025-03-04,180,Tienda Física,Tarjeta Crédito
C103,2025-03-05,140,Online,Tarjeta Crédito
C038,2025-03-05,200,Online,Tarjeta Crédito
C014,2025-03-05,160,Tienda Física,Tarjeta Débito
C008,2025-03-05,450,Tienda Física,Tarjeta Crédito
C237,2025-03-05,140,Online,Efectivo
C174,2025-03-05,400,Tienda Física,Tarjeta Crédito
C235,2025-03-05,140,App,Tarjeta Débito
C210,2025-03-05,480,Tienda Física,Tarjeta Crédito
C011,2025-03-05,140,Online,Tarjeta Débito
C150,2025-03-05,350,Tienda Física,Tarjeta Crédito
C062,2025-03-05,180,Online,Efectivo
C164,2025-03-05,30,Tienda Física,Efectivo
C132,2025-03-06,500,Tienda Física,Tarjeta Crédito
C208,2025-03-06,300,Online,Tarjeta Débito
C039,2025-03-06,350,Tienda Física,Tarjeta Débito
C250,2025-03-06,120,App,Tarjeta Crédito
C131,2025-03-06,160,Online,Tarjeta Crédito
C179,2025-03-06,120,App,Efectivo
C293,2025-03-06,120,App,Tarjeta Débito
C263,2025-03-06,60,Tienda Física,Tarjeta Débito
C072,2025-03-06,400,Tienda Física,Tarjeta Crédito
C202,2025-03-06,200,Online,Tarjeta Crédito
C198,2025-03-06,100,Tienda Física,Efectivo
C046,2025-03-07,180,App,Tarjeta Crédito
C207,2025-03-07,40,Tienda Física,Efectivo
C037,2025-03-07,200,Online,Tarjeta Crédito
C199,2025-03-07,450,Tienda Física,Tarjeta Crédito
C113,2025-03-07,200,Tienda Física,Tarjeta Crédito
C253,2025-03-07,200,Online,Tarjeta Débito
C031,2025-03-07,200,Online,Tarjeta Crédito
C290,2025-03-07,300,Online,Tarjeta Crédito
C193,2025-03-07,160,Online,Tarjeta Crédito
C178,2025-03-08,350,Tienda Física,Tarjeta Débito
C004,2025-03-08,20,Tienda Física,Efectivo
C050,2025-03-08,180,Online,Tarjeta Débito
C112,2025-03-08,300,Online,Tarjeta Débito
C248,2025-03-09,300,Tienda Física,Tarjeta Crédito
C197,2025-03-09,100,Tienda Física,Tarjeta Crédito
C283,2025-03-09,480,Tienda Física,Tarjeta Crédito
C273,2025-03-09,400,Tienda Física,Tarjeta Crédito
C146,2025-03-09,60,App,Tarjeta Débito
C016,2025-03-09,180,App,Efectivo
C245,2025-03-09,200,Tienda Física,Tarjeta Crédito
C286,2025-03-09,100,Tienda Física,Efectivo
C298,2025-03-09,350,Tienda Física,Tarjeta Débito
C166,2025-03-09,500,Tienda Física,Tarjeta Crédito
C098,2025-03-10,450,Tienda Física,Tarjeta Crédito
C244,2025-03-10,300,Online,Tarjeta Crédito
C099,2025-03-10,500,Tienda Física,Tarjeta Crédito
C284,2025-03-10,180,Tienda Física,Efectivo
C255,2025-03-10,300,Tienda Física,Tarjeta Crédito
C015,2025-03-10,480,Tienda Física,Tarjeta Crédito
C107,2025-03-10,10,Tienda Física,Efectivo
C159,2025-03-11,40,Tienda Física,Efectivo
C080,2025-03-11,120,Online,Tarjeta Crédito
C270,2025-03-11,350,Online,Tarjeta Débito
C063,2025-03-11,140,App,Efectivo
C019,2025-03-11,100,Tienda Física,Efectivo
C180,2025-03-11,60,Online,Tarjeta Débito
C231,2025-03-11,180,Online,Tarjeta Crédito
C291,2025-03-11,500,Tienda Física,Tarjeta Crédito
C199,2025-03-11,500,Tienda Física,Tarjeta Crédito
C129,2025-03-12,140,Tienda Física,Tarjeta Débito
C026,2025-03-12,100,App,Tarjeta Débito
C178,2025-03-12,400,Tienda Física,Tarjeta Crédito
C209,2025-03-12,40,Tienda Física,Efectivo
C202,2025-03-12,160,Tienda Física,Tarjeta Débito
C166,2025-03-12,400,Tienda Física,Tarjeta Crédito
C191,2025-03-12,10,Tienda Física,Efectivo
C134,2025-03-12,400,Tienda Física,Tarjeta Crédito
C018,2025-03-12,180,Tienda Física,Tarjeta Débito
C108,2025-03-13,480,Tienda Física,Tarjeta Crédito
C258,2025-03-13,160,App,Tarjeta Débito
C041,2025-03-13,450,Tienda Física,Tarjeta Crédito
C143,2025-03-13,50,Tienda Física,Efectivo
C091,2025-03-13,100,App,Tarjeta Crédito
C244,2025-03-13,500,Tienda Física,Tarjeta Crédito
C195,2025-03-13,200,Tienda Física,Tarjeta Débito
C281,2025-03-13,480,Tienda Física,Tarjeta Crédito
C287,2025-03-14,480,Tienda Física,Tarjeta Crédito
C119,2025-03-14,180,Online,Efectivo
C114,2025-03-14,350,Tienda Física,Tarjeta Crédito
C212,2025-03-14,200,Tienda Física,Tarjeta Débito
C212,2025-03-14,160,Tienda Física,Efectivo
C135,2025-03-14,50,Tienda Física,Efectivo
C076,2025-03-14,160,Online,Efectivo
C071,2025-03-14,450,Tienda Física,Tarjeta Crédito
C178,2025-03-15,350,Online,Tarjeta Débito
C146,2025-03-15,30,Tienda Física,Efectivo
C163,2025-03-15,350,Tienda Física,Tarjeta Débito
C200,2025-03-15,50,Tienda Física,Efectivo
C053,2025-03-15,160,Online,Tarjeta Crédito
C100,2025-03-15,120,Tienda Física,Tarjeta Débito
C149,2025-03-15,160,App,Tarjeta Crédito
C179,2025-03-15,120,App,Efectivo
C265,2025-03-16,100,Tienda Física,Tarjeta Crédito
C029,2025-03-16,20,Tienda Física,Efectivo
C164,2025-03-16,50,Tienda Física,Efectivo
C164,2025-03-16,30,Tienda Física,Efectivo
C049,2025-03-16,480,Tienda Física,Tarjeta Crédito
C239,2025-03-16,140,Tienda Física,Efectivo
C189,2025-03-16,140,Tienda Física,Tarjeta Débito
C040,2025-03-16,450,Tienda Física,Tarjeta Crédito
C207,2025-03-16,10,Tienda Física,Efectivo
C163,2025-03-16,350,Online,Tarjeta Débito
C044,2025-03-16,140,Online,Tarjeta Crédito
C112,2025-03-16,300,Online,Tarjeta Crédito
C164,2025-03-16,60,Online,Tarjeta Débito
C248,2025-03-16,500,Tienda Física,Tarjeta Crédito
C267,2025-03-17,10,Tienda Física,Efectivo
C204,2025-03-17,200,Tienda Física,Tarjeta Débito
C289,2025-03-17,100,Tienda Física,Tarjeta Débito
C223,2025-03-17,480,Tienda Física,Tarjeta Crédito
C154,2025-03-17,200,Tienda Física,Tarjeta Crédito
C143,2025-03-17,60,Online,Tarjeta Débito
C108,2025-03-17,450,Tienda Física,Tarjeta Crédito
C208,2025-03-17,450,Tienda Física,Tarjeta Crédito
C014,2025-03-17,120,App,Tarjeta Crédito
C150,2025-03-17,350,Tienda Física,Tarjeta Crédito
C206,2025-03-17,140,App,Tarjeta Débito
C250,2025-03-17,100,Online,Tarjeta Débito
C072,2025-03-17,450,Tienda Física,Tarjeta Crédito
C188,2025-03-17,350,Tienda Física,Tarjeta Crédito
C041,2025-03-17,400,Tienda Física,Tarjeta Crédito
C173,2025-03-17,480,Tienda Física,Tarjeta Crédito
C030,2025-03-18,160,Online,Efectivo
C033,2025-03-18,50,Tienda Física,Efectivo
C164,2025-03-18,60,App,Tarjeta Débito
C035,2025-03-18,300,Tienda Física,Tarjeta Crédito
C280,2025-03-18,350,Online,Tarjeta Crédito
C020,2025-03-19,200,Online,Tarjeta Crédito
C162,2025-03-19,200,Tienda Física,Tarjeta Crédito
C034,2025-03-19,300,Online,Tarjeta Débito
C095,2025-03-19,60,App,Tarjeta Crédito
C035,2025-03-19,480,Tienda Física,Tarjeta Crédito
C155,2025-03-19,160,App,Tarjeta Débito
C126,2025-03-19,140,Online,Efectivo
C208,2025-03-19,350,Tienda Física,Tarjeta Débito
C101,2025-03-19,100,Tienda Física,Tarjeta Débito
C057,2025-03-19,300,Tienda Física,Tarjeta Crédito
C091,2025-03-19,140,App,Efectivo
C235,2025-03-19,100,Tienda Física,Efectivo
C283,2025-03-19,480,Tienda Física,Tarjeta Crédito
C185,2025-03-20,40,Tienda Física,Efectivo
C254,2025-03-20,300,Tienda Física,Tarjeta Débito
